region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,H_4_bits,H_6_bits,H_8_bits,H_9_bits,H_10_bits,H_11_bits,H_12_bits
WWA,12035000,767.0,47.2256191796515,-123.46147317892849,-1243.26,4.546,0.47,0.27,0.18,0.04,0.03,0.0,0.0,0.0,0.01,0.52,0.23,0.17,0.04,0.03,0.0,0.0,0.0,0.0099999999999998,0.71,0.13,0.09,0.04,0.02,0.0,0.0,0.0,0.01,12.08968448638916,191.05698009378665,136.44677734375,223.4766082763672,1213.607177734375,8.542724609375,223.4766082763672,2706.1,4.9,14.3,883.5,15.0,256.0,5.1,0.5,1.3,0.0,0.5835551488080729,3.0999770459551774,5.869503084318486,7.109028464319011,8.296153049505373,9.346898356046863,9.982662749680102
WWA,12035002,4567.3,46.82707641182345,-123.13817943997738,-1334.69,8.36608,0.48,0.2,0.16,0.05,0.09,0.03,0.0,0.0,-0.01,0.55,0.15,0.13,0.05,0.09,0.03,0.0,0.0,0.0,0.63,0.1,0.1,0.05,0.09,0.03,0.0,0.0,0.0,11.041448593139648,230.53209337183827,148.42906188964844,212.38804626464844,1213.607177734375,2.3861758708953857,212.38804626464844,2004.0,5.0,15.0,878.4,8.2,260.0,4.7,0.5,1.1,0.0,1.5333423536183377,4.047886142805076,6.913398847349086,8.237277338333236,9.173131543738604,9.752848451468648,10.054058170668284
WWA,12035450,25.7,47.407142443837145,-123.65073052173793,-1230.98,7.20255,0.79,0.09,0.1,0.02,0.01,0.0,0.0,0.0,-0.01,0.79,0.09,0.1,0.02,0.01,0.0,0.0,0.0,-0.01,0.83,0.07,0.07,0.02,0.01,0.0,0.0,0.0,0.0,26.923662185668945,160.75397375868343,458.35491943359375,468.6855773925781,1025.3408203125,174.84719848632812,468.6855773925781,3368.0,3.9,12.7,841.7,23.4,251.8,4.6,0.5,1.1,0.0,2.412512368514089,3.8408066979445397,6.7556906884039405,8.000120953939398,8.99250237153122,9.527134844681234,9.680109210489901
WWA,12035500,191.9,47.41898197314289,-123.5998428182042,-1219.32,7.11068,0.77,0.09,0.1,0.02,0.01,0.0,0.02,0.0,-0.01,0.75,0.1,0.1,0.02,0.01,0.0,0.01,0.0,0.01,0.8,0.08,0.08,0.02,0.01,0.0,0.02,0.0,-0.01,22.76192855834961,183.13301319541196,484.5245056152344,546.8573608398438,1522.96728515625,124.1734390258789,546.8573608398438,3383.1,3.5,12.2,820.9,90.3,254.3,4.7,0.5,1.1,0.0,2.469917939288755,4.847618275264714,7.224014167301203,7.992892239753119,8.435581021796077,8.611226034304396,8.661311544324581
WWA,12036000,191.9,47.41898197314289,-123.5998428182042,-1219.32,7.11068,0.77,0.09,0.1,0.02,0.01,0.0,0.02,0.0,-0.01,0.75,0.1,0.1,0.02,0.01,0.0,0.01,0.0,0.01,0.8,0.08,0.08,0.02,0.01,0.0,0.02,0.0,-0.01,22.76192855834961,183.13301319541196,484.5245056152344,546.8573608398438,1522.96728515625,124.1734390258789,546.8573608398438,3383.1,3.5,12.2,820.9,90.3,254.3,4.7,0.5,1.1,0.0,1.4994998062684652,3.179813295847189,5.701822988246997,7.107586053590052,8.293561587605254,9.033519743446925,9.467929334831302
WWA,12036400,32.3,47.25596787036698,-123.61134281214618,-1053.94,0.08829,0.36,0.35,0.25,0.03,0.01,0.0,0.0,0.0,0.0,0.4,0.29,0.27,0.03,0.01,0.0,0.0,0.0,0.0,0.65,0.23,0.08,0.02,0.01,0.0,0.0,0.0,0.01,5.384943008422852,219.73103906005448,172.9332275390625,191.400146484375,624.0007934570312,84.64196014404297,191.400146484375,3057.3,5.0,14.2,898.9,9.6,252.9,4.9,0.5,1.2,0.0,1.644990234493533,4.105340285128786,6.877679396147782,7.938670383834561,8.593323282904088,8.878838487664526,8.955134574611364
WWA,12036650,8.2,47.12247579600173,-123.62883659790432,-1485.01,17.58221,0.33,0.34,0.24,0.01,0.07,0.0,0.0,0.0,0.01,0.43,0.36,0.13,0.01,0.07,0.0,0.0,0.0,0.0,0.78,0.1,0.04,0.01,0.06,0.0,0.0,0.0,0.01,10.854450225830078,266.49158356018506,108.4323959350586,105.98421478271484,183.25515747070312,38.05358505249024,105.98421478271484,2573.9,5.4,14.8,919.5,5.8,252.5,4.7,0.5,1.2,0.0,2.4762808946907877,4.149358270643193,6.322806256869228,7.377232451537852,8.127890347627472,8.513356520696078,8.667553069728028
WWA,12037400,401.1,47.28460337529893,-123.62989066821116,-1184.24,5.62742,0.59,0.19,0.15,0.03,0.03,0.0,0.01,0.0,0.0,0.63,0.17,0.13,0.03,0.03,0.0,0.01,0.0,0.0,0.76,0.1,0.08,0.03,0.02,0.0,0.01,0.0,0.0,15.407951354980469,190.864532866947,222.08526611328125,333.3077087402344,1522.96728515625,8.28964614868164,333.3077087402344,3048.7,4.4,13.4,868.7,47.5,253.3,4.7,0.5,1.1,0.0,2.6778359003616403,4.3960276058883965,6.268712560307595,7.16923848059621,8.12925585111241,9.036323752081922,9.696240899447712
WWA,12039000,336.8,47.35815383322991,-123.77529169569964,-1187.71,6.10185,0.77,0.14,0.06,0.01,0.01,0.0,0.0,0.0,0.01,0.83,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.89,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.02,19.370197296142575,209.28892236493888,271.8298034667969,349.97760009765625,1365.3912353515625,36.72219467163086,349.97760009765625,3328.1,4.4,13.1,868.0,29.1,250.8,4.3,0.5,1.0,0.0,2.1189855703039613,3.5173400684984784,6.322489358473765,7.651197510984343,8.840670730049137,9.568762058243566,9.90797511381749
WWA,12039005,343.2,47.35566745484374,-123.77855208770924,-1185.15,5.98679,0.77,0.14,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.82,0.1,0.06,0.02,0.01,0.0,0.0,0.0,-0.01,0.89,0.04,0.05,0.01,0.01,0.0,0.0,0.0,0.0,19.127058029174805,212.30275189418003,266.4532775878906,344.7729797363281,1365.3912353515625,31.82321548461914,344.7729797363281,3317.8,4.4,13.1,869.4,28.6,250.8,4.3,0.5,1.0,0.0,1.68384194431017,3.9449415201207816,6.558009031422779,7.877250067348742,8.998499773061509,9.723188891231471,10.089091618396262
WWA,12039220,92.9,47.278505498352985,-124.1188315932984,-1052.07,0.00646,0.62,0.16,0.15,0.06,0.01,0.0,0.0,0.0,0.0,0.6,0.16,0.16,0.07,0.01,0.0,0.0,0.0,0.0,0.7,0.12,0.11,0.06,0.01,0.0,0.0,0.0,0.0,2.292644500732422,259.45641896762083,80.32820129394531,76.14997863769531,199.058349609375,1.8348091840744016,76.14997863769531,2897.9,5.6,14.3,936.6,3.7,247.4,4.2,0.5,1.0,0.0,2.9524312673008377,4.531902086421843,6.785991172376077,7.670532855079442,8.279383273239189,8.503230193048104,8.560321733621933
WWA,12039300,192.0,47.65964015184448,-123.59691351867488,-1516.46,18.86057,0.82,0.09,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.82,0.09,0.07,0.01,0.01,0.0,0.0,0.0,0.0,0.84,0.08,0.06,0.01,0.01,0.0,0.0,0.0,0.0,29.69259262084961,243.4644711655577,1065.44482421875,1030.393798828125,1895.15234375,181.4456024169922,1030.393798828125,3288.5,1.8,10.0,732.4,287.2,266.2,4.6,0.5,1.1,0.0,2.2742557926158375,4.353005830140185,6.511953334934911,7.725654168871868,8.715613263262398,9.304543298140429,9.618198347120869
WWA,12039500,687.4,47.58542840070365,-123.6302404929416,-1453.6,16.64544,0.83,0.06,0.05,0.02,0.01,0.0,0.03,0.0,0.0,0.83,0.06,0.05,0.02,0.01,0.0,0.02,0.0,0.01,0.85,0.05,0.04,0.02,0.01,0.0,0.03,0.0,0.0,26.832311630249023,236.90204935841115,788.79150390625,775.2059326171875,2236.244873046875,53.821197509765625,775.2059326171875,3270.2,2.7,11.1,778.6,186.2,257.3,4.5,0.5,1.1,0.0,2.1236712231970296,3.9887112800233395,6.1099045181294285,7.3317961208509255,8.38001989371728,9.442994765521156,10.053882196034808
WWA,12039520,200.2,47.46165888514305,-124.18466638017924,-1084.37,1.31535,0.71,0.2,0.08,0.01,0.01,0.0,0.0,0.0,-0.0099999999999997,0.68,0.2,0.1,0.02,0.01,0.0,0.0,0.0,-0.01,0.83,0.08,0.07,0.01,0.0,0.0,0.0,0.0,0.01,5.310985565185547,249.34571212015092,116.2042236328125,118.4229736328125,529.21484375,2.242399215698242,118.4229736328125,2953.9,5.3,14.2,917.9,3.8,248.2,4.1,0.5,1.0,0.0,2.416453078117322,4.532260295311921,7.0393528503146605,8.119268584587461,8.790692820503512,9.090233917118525,9.151802177217922
WWA,12040500,1154.9,47.64296806335254,-124.00029031253676,-1385.69,13.55124,0.84,0.06,0.06,0.02,0.01,0.0,0.0,0.0,0.01,0.84,0.07,0.07,0.02,0.01,0.0,0.0,0.0,-0.01,0.87,0.05,0.05,0.02,0.0,0.0,0.0,0.0,0.0099999999999998,20.092138290405277,241.01386350793703,358.8336181640625,460.0306091308594,2226.1611328125,0.0,460.0306091308594,3269.8,3.9,12.7,841.5,61.9,251.3,4.1,0.5,1.0,0.0,2.0306778921817696,3.5261577776108357,6.261258762074934,7.543143558759104,8.646611289126232,9.561367881060402,10.221783718476509
WWA,12040900,133.5,47.77218788798672,-123.8565535572719,-1520.0,19.0,0.8,0.05,0.09,0.01,0.01,0.01,0.01,0.02,0.0,0.8,0.05,0.09,0.01,0.01,0.01,0.01,0.02,0.0,0.82,0.04,0.09,0.01,0.01,0.01,0.01,0.02,-0.01,28.99333381652832,288.44998027696187,779.7550048828125,828.6286010742188,2431.822021484375,141.14425659179688,828.6286010742188,3295.7,2.4,11.0,765.2,224.6,259.3,4.2,0.5,1.1,0.0,2.134456483468477,4.640953535313603,6.867401127912733,7.875260859403277,8.662859287456559,9.122371695821483,9.242206106054741
WWA,12041000,538.2,47.818048868250735,-123.84058502904549,-1520.0,19.0,0.78,0.06,0.1,0.01,0.01,0.01,0.01,0.03,-0.01,0.78,0.06,0.1,0.01,0.01,0.01,0.01,0.03,-0.01,0.79,0.05,0.09,0.01,0.01,0.01,0.01,0.03,0.0,27.012842178344727,306.15423806284207,798.5961303710938,854.6796264648438,2431.822021484375,97.28054809570312,854.6796264648438,3095.0,2.5,11.0,767.4,207.0,258.1,4.3,0.5,1.1,0.0,1.8138733278390724,4.247598109372757,6.71979010888077,7.79724554024103,8.67677181166903,9.136284637756305,9.241796483542794
WWA,12041200,662.9,47.81655020188336,-123.90706528135472,-1469.83,16.96301,0.76,0.08,0.1,0.02,0.01,0.01,0.01,0.02,-0.01,0.76,0.08,0.09,0.02,0.01,0.01,0.01,0.02,0.0,0.79,0.05,0.09,0.02,0.01,0.01,0.01,0.02,0.0,23.971040725708008,285.40434203775663,651.6463623046875,736.3302001953125,2431.822021484375,43.88517761230469,736.3302001953125,3084.5,2.9,11.6,791.1,167.7,255.7,4.2,0.5,1.1,0.0,2.4933277646020633,4.407487516525757,6.423372451603461,7.5945448266258575,8.583815097083832,9.4857073513674,10.023920928282337
WWA,12041500,221.3,47.97809480058308,-123.85401729092312,-1497.94,18.88419,0.93,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.93,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.94,0.03,0.02,0.01,0.0,0.0,0.0,0.0,0.0,26.007959365844727,301.2904603403819,930.6370239257812,934.9450073242188,1861.1416015625,313.26727294921875,934.9450073242188,2833.7,2.2,10.7,748.3,126.4,259.4,4.3,0.5,1.1,0.0,1.719515214960411,3.79290007579105,6.337272041582366,7.654285805063848,8.56287903027622,9.200912982878029,9.53121303928467
WWA,12042500,584.4,48.0218097452407,-124.08668714878134,-1372.41,13.44872,0.8,0.11,0.06,0.01,0.01,0.0,0.0,0.0,0.01,0.83,0.1,0.05,0.01,0.01,0.0,0.0,0.0,0.0,0.89,0.04,0.04,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,18.92354393005371,259.942481285897,448.83056640625,550.7255859375,1861.1416015625,7.60172700881958,550.7255859375,2829.7,3.7,12.3,828.6,55.4,250.0,4.1,0.5,1.1,0.0,2.406568993462623,4.669936769303212,7.0587628019969895,8.063874819851176,8.710495498365717,9.004519231820462,9.148309130198342
WWA,12042800,291.7,47.89030227291549,-124.10767182573603,-1468.25,16.89908,0.91,0.04,0.03,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.92,0.03,0.03,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,0.95,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,22.129833221435547,285.6360003101351,457.2877502441406,510.9652404785156,1657.2388916015625,48.09439086914063,510.9652404785156,3078.4,3.6,12.5,827.3,38.1,249.8,4.0,0.5,1.0,0.0,2.2909793409622257,4.529306219375146,7.0470419650275025,8.071918922779744,8.754196473095153,9.095373745651669,9.173433055917137
WWA,12043000,346.0,47.97021277789477,-124.17327750506114,-1473.51,17.1268,0.87,0.06,0.05,0.0,0.01,0.01,0.0,0.0,0.0,0.87,0.07,0.04,0.0,0.01,0.01,0.0,0.0,0.0,0.91,0.04,0.03,0.0,0.01,0.01,0.0,0.0,0.0,24.083171844482425,281.7724502381978,403.42767333984375,441.6387023925781,1152.6734619140625,41.724552154541016,441.6387023925781,2970.0,4.1,12.9,849.1,15.2,246.3,3.9,0.5,1.0,0.0,1.7674069843975624,3.8349183952021324,6.118425848320687,7.515861402602789,8.78408522395581,9.707596311845078,10.275807749859311
WWA,12043080,103.8,48.04080142388037,-124.44782075541706,-1273.35,8.98932,0.75,0.11,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.74,0.18,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.89,0.05,0.04,0.02,0.0,0.0,0.0,0.0,0.0,8.549468040466309,232.29556932426829,131.87905883789062,155.5181121826172,591.0471801757812,14.82540225982666,155.5181121826172,2987.1,5.1,14.0,908.9,4.2,243.1,3.9,0.5,1.0,0.0,1.3412555966313597,4.222566563993383,6.94316980011028,7.759994450950708,8.401209500128997,8.603568526750967,8.709235228198654
WWA,12043100,221.2,48.05772546985632,-124.48119295435892,-1305.62,10.43698,0.69,0.11,0.15,0.03,0.0,0.0,0.01,0.0,0.01,0.62,0.2,0.13,0.04,0.0,0.0,0.01,0.0,0.0,0.78,0.1,0.07,0.03,0.0,0.0,0.01,0.0,0.01,7.956979751586914,222.91864239571004,112.97207641601562,133.6841583251953,591.0471801757812,8.831700325012207,133.6841583251953,2998.0,5.2,14.0,915.2,3.7,242.1,3.9,0.5,1.0,0.0,1.6772088677544736,3.7180393630968966,6.310986949957192,7.572525417845308,8.591171993139865,9.231352948527938,9.533368251827387
WWA,12043150,207.4,48.12114816081947,-124.5900801020161,-1271.38,10.63518,0.6,0.1,0.11,0.04,0.01,0.0,0.14,0.0,0.0,0.53,0.15,0.13,0.04,0.01,0.0,0.14,0.0,0.0,0.63,0.11,0.07,0.04,0.01,0.0,0.14,0.0,0.0,7.338986396789551,316.6950078099833,69.78927612304688,92.67619323730467,592.2577514648438,10.826367378234863,92.67619323730467,3051.6,5.4,14.1,926.0,3.4,240.9,3.9,0.5,1.0,0.0,3.5430258621375113,5.448615700392263,7.44282442729287,8.199978765675883,8.636812389834649,8.779313202643475,8.797323475034538
WWA,12043163,84.7,48.232485167998085,-124.57652143585372,-1422.72,15.18348,0.71,0.11,0.11,0.06,0.01,0.0,0.0,0.0,0.0,0.63,0.14,0.15,0.06,0.01,0.0,0.0,0.0,0.01,0.72,0.14,0.07,0.06,0.01,0.0,0.0,0.0,0.0,14.35512351989746,269.1122151805721,144.43394470214844,177.30685424804688,618.0166625976562,8.198609352111816,177.30685424804688,3193.1,5.1,13.6,911.0,5.6,239.0,3.8,0.5,1.0,0.0,2.5930398429461476,4.333937262002314,6.748630525443791,8.002772060456879,9.153647258027853,9.90451359148041,10.27035256551325
WWA,12043173,33.0,48.32930972367272,-124.61628802329264,-1481.65,17.57973,0.73,0.13,0.08,0.04,0.01,0.0,0.0,0.0,0.01,0.7,0.15,0.08,0.04,0.01,0.0,0.0,0.0,0.02,0.84,0.07,0.04,0.04,0.01,0.0,0.0,0.0,0.0,16.587453842163086,339.4391480891085,196.35452270507807,192.99725341796875,599.3689575195312,0.0,192.99725341796875,3122.6,5.2,13.4,915.7,6.2,237.5,3.8,0.5,1.0,0.0,3.258852691306094,4.971217310672167,6.995789715246851,7.535107675675782,7.719849084391779,7.744161469689459,7.744161469689459
WWA,12043190,14.6,48.33007832721816,-124.5698589538778,-1520.0,19.0,0.51,0.33,0.15,0.01,0.01,0.0,0.0,0.0,-0.01,0.42,0.4,0.17,0.01,0.01,0.0,0.0,0.0,-0.01,0.82,0.14,0.03,0.01,0.0,0.0,0.0,0.0,0.0,16.155614852905273,6.890819404409269,193.4825592041016,194.1765594482422,434.6876220703125,0.9348260164260864,194.1765594482422,3101.0,5.2,13.4,916.8,5.7,237.0,3.8,0.5,1.0,0.0,3.090328909525126,5.064432869980769,6.863472507926092,7.219574912269438,7.246589810227231,7.252419732093985,7.252419732093983
WWA,12043300,139.7,48.16572442518579,-124.39192545156844,-1457.26,16.67625,0.5,0.29,0.2,0.01,0.01,0.0,0.0,0.0,-0.01,0.46,0.39,0.12,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.82,0.11,0.05,0.01,0.0,0.0,0.0,0.0,0.01,16.573070526123047,264.688262663307,217.9346618652344,234.94688415527344,812.7730712890625,8.768589973449707,234.94688415527344,3176.4,4.8,13.5,897.0,7.7,240.3,3.8,0.5,1.0,0.0,1.102143669080137,3.463791644403159,6.050508813570314,7.384338527961938,8.716053666605843,9.636511321591072,10.206598569462544
WWA,12043430,35.9,48.11450305072137,-123.92481673533746,-1488.45,17.83139,0.83,0.1,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.81,0.11,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.89,0.05,0.04,0.01,0.0,0.0,0.0,0.0,0.0099999999999998,21.323373794555664,351.9145803177778,394.4941711425781,425.0152893066406,1143.74365234375,1.2278029918670654,425.0152893066406,2292.1,4.3,12.5,842.4,26.2,242.6,4.3,0.5,1.1,0.0,3.1261118527021607,4.358561568349719,6.7765831708373625,7.582430267249946,7.986683713728251,8.113269695451631,8.121209355554809
WWA,12044900,513.6,47.82735374428848,-123.48132104023222,-1519.29,18.97358,0.8,0.07,0.1,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.8,0.07,0.1,0.01,0.01,0.0,0.0,0.0,0.0099999999999998,0.8,0.07,0.11,0.01,0.01,0.0,0.0,0.0,0.0,28.375518798828125,264.20606182670235,1193.224609375,1172.6119384765625,2236.244873046875,167.18898010253906,1172.6119384765625,2665.3,1.4,9.4,705.2,331.8,268.5,4.5,0.6,1.3,0.0,2.323024377409963,4.206666385519311,6.730992715282664,7.946200088418368,8.922388996873627,9.515657723801466,9.796834414602577
WWA,12046500,822.4,47.89627668296959,-123.52948895518595,-1450.9,16.39153,0.82,0.07,0.08,0.01,0.01,0.0,0.01,0.0,1.1102230246251563e-16,0.82,0.07,0.08,0.01,0.01,0.0,0.0,0.0,0.01,0.83,0.06,0.08,0.01,0.01,0.0,0.0,0.0,0.01,27.77538108825684,293.52454530058594,1074.7877197265625,1035.9217529296875,2236.244873046875,19.077531814575195,1035.9217529296875,2462.9,2.0,10.0,727.6,251.2,263.1,4.5,0.6,1.2,0.0,2.9448805614287807,4.881207872285362,7.123539005409948,7.803603845015515,8.0342705268041,8.055996817596485,8.071462681205201
WWA,12047300,120.9,47.97623615321373,-123.37571238136591,-1430.77,15.61663,0.88,0.05,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.01,0.89,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.01,26.524858474731445,24.960573004425083,1094.91015625,1095.642333984375,2066.05029296875,191.4873962402344,1095.642333984375,1912.3,2.0,9.7,723.7,163.0,257.5,4.4,0.6,1.2,0.0,2.614208458548608,4.496943288492232,6.33477748715519,7.212048204112033,7.84957622268279,8.080279463066608,8.09509752723835
WWA,12047500,49.6,48.03270152759348,-123.29080658788732,-1201.58,6.0728,0.72,0.13,0.09,0.01,0.04,0.01,0.0,0.0,0.0,0.73,0.13,0.08,0.01,0.04,0.01,0.0,0.0,0.0,0.81,0.06,0.06,0.01,0.04,0.02,0.0,0.0,-2.220446049250313e-16,10.374919891357422,7.11656712987589,413.0480346679688,424.1986083984375,1663.7344970703125,2.404670000076294,424.1986083984375,1140.4,4.6,12.6,797.6,17.3,252.9,4.5,0.6,1.2,0.0,1.9347106845477706,4.128002271241298,6.369261924548705,6.995639406193685,7.116208739778536,7.125335384911845,7.125335384911845
WWA,12048000,407.8,47.89064005623491,-123.190770881805,-1443.24,16.16495,0.74,0.06,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.74,0.06,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.74,0.05,0.18,0.01,0.01,0.0,0.0,0.0,0.01,27.554710388183597,3.793992985496711,1302.919921875,1262.6466064453125,2370.756591796875,160.88174438476562,1262.6466064453125,1984.6,1.5,9.3,706.1,267.8,269.0,4.8,0.6,1.3,0.1,1.3663185529201576,3.560118940176553,6.142268556170758,7.227331678343917,8.008358895245694,8.741002418008913,9.217892219313036
WWA,12049000,510.4,47.92233519821762,-123.18846306432008,-1442.16,16.10288,0.68,0.06,0.17,0.01,0.04,0.03,0.0,0.0,0.0099999999999998,0.68,0.06,0.17,0.01,0.04,0.03,0.0,0.0,0.0099999999999998,0.69,0.05,0.17,0.01,0.04,0.03,0.0,0.0,0.0099999999999998,23.514488220214844,16.106325953374974,1120.4586181640625,1072.468017578125,2370.756591796875,3.723111391067505,1072.468017578125,1764.0,2.2,10.1,724.6,217.0,267.0,4.7,0.6,1.2,0.1,2.474983413721778,4.862510746187565,7.018671162679355,7.866233735120365,8.246438122927058,8.35307645377208,8.35307645377208
WWA,12050500,29.2,47.93556476494826,-122.9625502476694,-1494.23,18.04551,0.84,0.08,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.86,0.07,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.91,0.04,0.03,0.02,0.0,0.0,0.0,0.0,0.0,14.137675285339355,84.22372657598106,582.7334594726562,586.2846069335938,1298.64794921875,53.86928176879883,586.2846069335938,1329.7,4.2,12.6,819.1,17.4,255.3,4.9,0.6,1.2,0.0,1.8853472908553155,3.9161333477263214,6.056146050523372,6.638069513288956,6.718826718844182,6.724146150380972,6.72414615038097
WWA,12051500,38.8,47.95301293215067,-122.8105004132326,-1447.78,6.1981,0.54,0.13,0.14,0.09,0.09,0.0,0.0,0.0,0.01,0.52,0.14,0.15,0.09,0.09,0.01,0.0,0.0,0.0,0.55,0.12,0.14,0.09,0.09,0.01,0.0,0.0,0.0,5.02831506729126,70.46237760978586,135.33985900878906,126.33870697021484,279.2165832519531,35.76226806640625,126.33870697021484,939.2,5.7,14.7,878.0,2.0,259.3,5.0,0.6,1.1,0.0,3.0361220108590605,4.699521631162353,6.517332337734324,6.7404084906292745,6.761498960138517,6.761498960138517,6.761498960138517
WWA,12052500,173.0,47.80671530235877,-123.0179189397592,-1250.75,9.02774,0.81,0.07,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.81,0.07,0.1,0.01,0.01,0.0,0.0,0.0,0.0,0.83,0.06,0.1,0.01,0.01,0.0,0.0,0.0,-0.0099999999999997,29.04882431030273,92.82158374278946,955.6876831054688,970.8780517578124,2341.658203125,28.526302337646484,970.8780517578124,1927.5,2.6,10.9,761.2,139.8,263.9,4.8,0.6,1.2,0.1,2.6130583252108743,5.209485939505494,6.978296313487046,7.547080733763665,7.740171516463621,7.761921130857507,7.761921130857506
WWA,12054000,178.6,47.66752058155804,-123.18381298806082,-1401.07,14.59507,0.77,0.1,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.78,0.1,0.11,0.01,0.01,0.0,0.0,0.0,-0.01,0.79,0.1,0.09,0.01,0.01,0.0,0.0,0.0,0.0,30.863630294799805,114.46188323635371,1087.7208251953125,1048.7642822265625,2064.593505859375,20.60503387451172,1048.7642822265625,2564.0,2.1,10.1,738.0,215.0,263.2,4.9,0.6,1.2,0.0,1.7342480244092096,3.443491856477116,6.01935848285149,7.340397310982537,8.429025485212932,9.214772580229061,9.77875223035445
WWA,12054500,134.6,47.59919715039569,-123.1955882373294,-1340.31,12.34493,0.77,0.12,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.77,0.12,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.77,0.1,0.1,0.01,0.01,0.0,0.0,0.0,0.01,30.6979923248291,133.2684858868667,1046.742431640625,1017.8002319335938,2086.747314453125,150.6785430908203,1017.8002319335938,2717.4,2.1,10.1,742.3,193.0,265.7,5.0,0.6,1.1,0.0,2.2008305255998515,4.033216745677704,6.459448683669658,7.580655762795228,8.413873809083338,8.933091754131164,9.147077255119903
WWA,12054600,56.3,47.55114602697747,-123.17981658147164,-1250.32,9.01176,0.78,0.12,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.79,0.11,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.77,0.09,0.12,0.01,0.01,0.0,0.0,0.0,0.0,30.54662322998047,92.18235770864857,767.2569580078125,822.544677734375,1892.110107421875,151.25527954101562,822.544677734375,2630.9,3.0,11.3,781.6,86.0,256.3,5.0,0.6,1.1,0.0,2.4304556900765664,4.191233155971055,6.50224564019011,7.4851577234144475,8.276427925228282,8.681292386278423,8.736567501768192
WWA,12056500,147.4,47.555292026608015,-123.37886621476264,-1461.08,16.81764,0.86,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.08,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.87,0.08,0.04,0.0,0.0,0.0,0.0,0.0,0.01,30.412397384643555,177.97276231702895,1004.0999755859376,992.1965942382812,1959.18212890625,230.49020385742188,992.1965942382812,3090.5,1.9,10.0,734.3,256.5,263.9,5.0,0.5,1.1,0.0,1.1721266268104633,3.3056488770180548,5.856967762502266,7.185911406411872,8.411982616208412,9.263300638898883,9.83582578568265
WWA,12058500,7.0,47.42180904075632,-123.1919000685468,-1268.61,8.67151,0.56,0.1,0.2,0.04,0.02,0.08,0.0,0.0,-2.220446049250313e-16,0.58,0.1,0.18,0.04,0.02,0.08,0.0,0.0,1.1102230246251563e-16,0.58,0.15,0.13,0.03,0.02,0.09,0.0,0.0,0.0,11.415700912475586,191.6268541564592,242.4720458984375,334.2609558105469,764.9600219726562,144.98760986328125,334.2609558105469,2516.4,4.7,14.1,862.7,9.5,259.4,4.9,0.5,1.1,0.0,1.4157530321410259,4.4473172931041365,6.342312650581995,6.552549353962433,6.574508988910587,6.574508988910587,6.574508988910587
